"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2,9,2.58100724606606,1.99151100424673,0.222859508888521,0.37293202826955,1.14994943279389,2.07899066633076,3.48746012673165,6.48513002074449,7.62161400000889
"2",3,10,2.63181071603223,2.05570361226996,0.232780566341712,0.356818390207011,1.12368075537115,2.11453899069495,3.56440215477803,6.63909102355593,8.07420325855165
"3",4,11,2.62706465325191,1.97517158719336,0.226543197853387,0.386630038840869,1.15964770397584,2.1817875487683,3.53614731428755,6.52327688126707,7.59902889790165
"4",5,12,2.57750011532676,1.96819570834863,0.229949529747038,0.375689998025901,1.15926196993641,2.09941121056477,3.4448332810277,6.47283710372828,7.58449087179991
"5",6,13,2.63248557479239,2.02415065466471,0.255045821360869,0.392459490961503,1.15506139900147,2.15028201630392,3.57321387859698,6.47122448497409,7.82859312329719
"6",7,14,2.5879859267961,1.94920977892161,0.272918806121468,0.409588585595645,1.16755259999788,2.13250511853148,3.51767917546983,6.23150015915594,7.67579138690438
"7",8,15,2.60647072676415,1.99799988779302,0.222723824641638,0.377466709809288,1.12511255220135,2.13431378697233,3.56435994959103,6.58603650995671,7.59978467061907
"8",9,16,2.59065542262797,1.9901869168209,0.25596217725993,0.417062276327252,1.14560832460712,2.07536373922102,3.51267330672532,6.27972891505766,7.46013541383879
"9",10,17,2.56170047578077,1.90090028034061,0.243021013582003,0.388772514714182,1.15594024278146,2.13576584795963,3.47110421655928,6.20660888514321,7.47056535773793
"10",11,18,2.65116576999188,2.02815943550172,0.261947192332209,0.389126449947054,1.15532999029376,2.1287848257019,3.60554639016627,6.78068947809829,8.00484224398855
"11",12,19,2.54818017034004,1.96158422709253,0.24335381189597,0.37256257716045,1.12576578109216,2.08576463093009,3.38235480903202,6.46020411995833,7.66629482648403
"12",13,20,2.57997451652576,1.94475442155338,0.23454809899387,0.368049059771467,1.15590456858289,2.10727486903828,3.56374214976303,6.32709256543451,7.33642981057672
"13",14,21,2.69782426866648,2.1191254743176,0.231394899088271,0.365774861553645,1.18287985650198,2.16833526629842,3.64402641994039,6.83478361841358,8.17429496172259
"14",15,22,2.59617885973166,2.06349016913711,0.223044106528522,0.337908703002344,1.09722097023938,2.07409101852738,3.55084219511433,6.53545724661208,7.91619134180334
"15",16,23,2.55427611852015,1.95483218477623,0.249028192767765,0.393169583138543,1.11211860288806,2.08732966583353,3.52308439020326,6.15642320169992,7.52703875482234
"16",17,24,2.58658414575966,1.9579756433665,0.238412383463145,0.381767879531074,1.17264642195783,2.09958870443826,3.49389392911968,6.30725263451798,7.52138561641137
"17",18,25,2.62038702997528,1.9919802912243,0.260090400457418,0.393402819196876,1.16107587139854,2.15156791749989,3.51282741091542,6.61284562671868,7.64036122042311
"18",19,26,2.63319453855701,2.05445228001778,0.24265078927629,0.356554106541404,1.12165667492887,2.14684864430931,3.58577332100791,6.50567468064019,7.92827783930313
"19",20,27,2.55570992308184,1.97021030766537,0.234039587907999,0.352830927214667,1.11932371017273,2.05777396877501,3.4440113654188,6.39674472200582,7.50501418427113
"20",21,28,2.65372087289677,2.05925654057122,0.244449741413796,0.372426436489022,1.17961654382515,2.13662694109735,3.61032692987344,6.62881964968299,8.05615399907421
"21",22,29,2.58235620944941,1.98302849115135,0.256103658254256,0.383083563934422,1.09319445114821,2.07894940264248,3.55119208604366,6.50009667176735,7.59665395101955
"22",23,30,2.62717801854083,2.06598301422311,0.240593551701879,0.350835705376899,1.14336163873768,2.10464350576916,3.51484828527729,6.72936666832602,8.18732416819528
"23",24,31,2.57920300367616,2.06836029316496,0.202022478040968,0.335086115221942,1.06735965091473,2.06500852929503,3.5039133114748,6.72471170104849,8.14250427302535
"24",25,32,2.58904242821495,2.01245182428993,0.248914456754547,0.368374419290191,1.1651005232432,2.12148589695727,3.46665051181644,6.37698969047572,7.96663458958288
"25",26,33,2.58217874303962,1.98781555477811,0.221184602136881,0.357942760296095,1.11580514412313,2.06658982714431,3.56224629780747,6.38741767939528,7.46687861314309
"26",27,34,2.64735609126211,2.03658694678284,0.255942811364274,0.370993039497841,1.17866594663385,2.15279367358323,3.57947767800201,6.657276902675,7.99068456756701
"27",28,35,2.54792664942405,1.95035788350983,0.23152201442045,0.345716033144595,1.06391186478362,2.08158788209425,3.51865524626724,6.34860906043401,7.56400322944911
"28",29,36,2.55890283021689,1.93762557153761,0.225433950668732,0.365676469895763,1.11483942391019,2.05461839322851,3.51350490249158,6.41607956262879,7.39246277270867
